0.9383000000	united states
0.8797000000	atlantic city
0.8525666667	b & sr
0.7816007967	fairmont
0.7759383360	william
0.7735815366	texas
0.7735815366	washington
0.7729381840	george
0.7674962703	colonel
0.7664927887	melbourne
0.7651115925	bridgton
0.7636177836	goa
0.7608029956	montreal
0.7607000000	seconds to mars
0.7600169297	john
0.7591899659	dance
0.7567480648	institute
0.7567454761	college
0.7531903593	society
0.7518747275	mendelssohn
0.7505281366	festival
0.7499991654	party
0.7496592047	germany
0.7493724742	french
0.7480695676	western
0.7475070225	miami
0.7474293387	radio
0.7465473152	street
0.7463009180	atlantic
0.7460426523	badminton
0.7458353029	british
0.7454331707	river
0.7444542892	australian
0.7441347449	association
0.7438876890	island
0.7438063822	division
0.7432374640	divar
0.7413430779	maine
0.7407442887	ii
0.7401227562	railroad
0.7400639666	europe
0.7359134651	ahac
0.7358416863	tower
0.7344601584	video
0.7343569982	trax
0.7332835280	east
0.7328384928	community
0.7310144494	classic
0.7295520762	laboratory
0.7295306632	force
0.7288650478	anthem
0.7284742239	poker
0.7284285204	ez2dj
0.7272399558	district
0.7268967256	australia
0.7264682864	general
0.7245608290	august
0.7240306497	water
0.7219996278	rights
0.7218810640	hall
0.7216207321	german
0.7212368855	dutch
0.7205988601	united
0.7202186313	football
0.7186990724	hockey
0.7180075850	cash
0.7178775390	north
0.7172338166	design
0.7171305709	citrone
0.7168909652	spanish
0.7165008865	army
0.7151277658	convention
0.7144902022	county
0.7137504003	public
0.7133925748	member
0.7122253733	air
0.7120981458	sport
0.7118981661	railway
0.7106547177	american
0.7096365825	park
0.7095750836	international
0.7095369926	state
0.7091502727	high
0.7081897844	states
0.7072056336	beautiful
0.7067747909	club
0.7053008717	battle
0.7032340343	war
0.7027024758	stop
0.7006156189	lie
0.7005587248	center
0.7001808533	great
0.7000470666	number
0.6921315959	major
0.6917453975	market
0.6914337385	school
0.6905946941	express
0.6888523621	station
0.6887223808	film
0.6876939063	rock
0.6871929128	circuit
0.6871929128	road
0.6869446128	national
0.6841717951	gauge
0.6819530081	record
0.6803218675	england
0.6798958453	area
0.6777500502	city
0.6774500162	released
0.6773656702	live
0.6762728703	league
0.6758990953	song
0.6753846621	forces
0.6746814769	field
0.6725777134	jazz
0.6713077766	village
0.6709278788	small
0.6702876779	end
0.6693479656	news
0.6683640276	house
0.6674782404	south
0.6674767355	trophy
0.6667845783	located
0.6640070429	based
0.6639557616	1st
0.6635745361	cable
0.6625217505	west
0.6616659052	times
0.6607475172	company
0.6603856022	group
0.6596969006	california
0.6594597489	death
0.6574333013	list
0.6569210869	world
0.6568656452	champion
0.6556166395	tour
0.6555312528	uk
0.6528153052	official
0.6515039825	hospital
0.6512716562	pro
0.6497456468	guitar
0.6495204201	service
0.6447833333	the village
0.6444727382	portuguese
0.6433691789	album
0.6432000000	hockey club
0.6430669857	train
0.6415795241	music
0.6411415416	band
0.6408020353	life
0.6387102866	challenge
0.6366571588	september
0.6366319447	born
0.6338904721	single
0.6338904721	games
0.6319536202	ben
0.6216709323	player
0.6190900142	court
0.6136502459	companies
0.6129974161	series
0.6112869142	bodyboarding
0.6102369984	players
0.6077071585	tracks
0.6074257392	local
0.6059352501	original
0.5998560363	index
0.5955135261	game
0.5923528937	father
0.5922587271	line
0.5899030205	late
0.5899030205	run
0.5873648250	son
0.5859953460	january
0.5857004130	age
0.5842309866	broadcast
0.5840481334	main
0.5840481334	popular
0.5798842120	support
0.5660909149	bobick
0.5652644049	foot
0.5642234326	special
0.5641303549	6pr
0.5581660418	b
0.5573265829	same
0.5563375201	members
0.5557523796	f
0.5473942415	english
0.5457263526	track
0.5429522396	france
0.5389244560	november
0.5387976294	last
0.5376224954	budjana
0.5332130464	era
0.5322755713	top
0.5294659756	professor
0.5264499191	angelo
0.5252542669	july
0.5249944423	action
0.5215999530	next
0.5174815287	fellow
0.5155574219	caloi
0.5116576462	home
0.5079265104	old
0.5079265104	de
0.5076729301	team
0.5069433959	sound
0.5065836741	order
0.5049161509	left
0.5047533309	such
0.5036558855	few
0.5025386794	locomotive
0.5005936012	famous
0.5003194394	century
0.4997647272	government
0.4991439496	today
0.4969209977	program
0.4902121059	elected
0.4895101747	money
0.4891459520	large
0.4886408687	well
0.4881428925	history
0.4881428925	leading
0.4881428925	winning
0.4873409015	change
0.4861517341	teams
0.4845467953	moved
0.4845467953	include
0.4845467953	family
0.4845467953	lost
0.4830820088	fetus
0.4829408202	spur
0.4826341129	june
0.4825579381	april
0.4823344967	part
0.4816173285	led
0.4811392846	months
0.4811392846	operated
0.4807632620	songs
0.4806577789	best
0.4795159152	milepost
0.4792659152	october
0.4788289021	style
0.4788289021	changed
0.4788289021	fought
0.4788289021	professional
0.4788289021	considered
0.4788289021	working
0.4782467616	play
0.4771434330	cars
0.4766082507	opened
0.4763185027	march
0.4761243421	set
0.4759528059	december
0.4743526637	i
0.4718510477	new
0.4716562854	title
0.4700962953	recorded
0.4700962953	jackpot
0.4678250686	release
0.4662722247	started
0.4649402089	n't
0.4627817333	car
0.4597579576	held
0.4597579576	founded
0.4587852269	included
0.4571353578	named
0.4504857738	name
0.4500445055	events
0.4487379344	current
0.4468209229	you
0.4447793728	known
0.4410399648	11
0.4388867061	died
0.4378961178	won
0.4342749805	called
0.4326101394	first
0.4325586041	season
0.4321734107	day
0.4292406909	played
0.4277988922	career
0.4247574718	including
0.4245938524	early
0.4227632577	one
0.4188263918	began
0.4058953012	years
0.4011358958	&
0.3984779058	taken
0.3951337468	as
0.3934166667	the band's
0.3881106352	way
0.3875500000	the reading
0.3874590036	back
0.3870740645	the
0.3821202906	14
0.3821202906	24
0.3793669113	two
0.3672500000	the station
0.3640333333	the university of
0.3622166667	the hockey
0.3592894718	of
0.3527680912	4
0.3429500000	the university
0.3372133889	2007
0.3360833333	the world
0.3349119163	about
0.3256588819	all
0.3226833333	the song
0.3200833333	the band
0.3182379398	c
0.3154866331	3
0.3146801631	on
0.3103342711	although
0.3100637009	we
0.3090833333	the league
0.3089000000	as well as
0.3083517201	7
0.3083166667	the album
0.3057818528	a
0.2982540309	though
0.2981005079	second
0.2979795952	d
0.2951122365	six
0.2931172365	because
0.2925826589	see
0.2912824062	away
0.2893998816	s
0.2888128727	do
0.2836635069	1945
0.2834719102	following
0.2821857960	however
0.2816833333	the name
0.2797143403	may
0.2794035685	currently
0.2787584229	each
0.2778904795	another
0.2772026166	among
0.2771737304	around
0.2770923719	self
0.2770923719	five
0.2752500000	the end
0.2744490859	these
0.2731047659	1957
0.2729808828	even
0.2729808828	1994
0.2729808828	20
0.2729808828	21
0.2729406608	various
0.2729406608	re
0.2724205023	1944
0.2720056328	further
0.2718838175	different
0.2717500000	a small
0.2710585580	down
0.2710436154	those
0.2710436154	own
0.2707623191	1999
0.2703379497	along
0.2699456608	12
0.2696315903	1987
0.2692788890	what
0.2689543163	in
0.2685597939	2001
0.2685597939	off
0.2683193711	some
0.2678129497	others
0.2672274770	2003
0.2672274770	took
0.2672274770	could
0.2672274770	found
0.2672274770	every
0.2669590665	2004
0.2669590665	far
0.2669590665	any
0.2668695860	again
0.2664366265	1985
0.2660107894	$
0.2658227029	went
0.2658227029	four
0.2654244467	side
0.2652500000	the city
0.2637551364	2005
0.2634504196	former
0.2629311764	while
0.2624615331	1943
0.2606677208	5
0.2595184121	near
0.2586688200	can
0.2575175987	right
0.2572500000	the north
0.2559662948	8
0.2559662948	much
0.2559662948	did
0.2557826391	made
0.2549440719	system
0.2547860338	since
0.2546364309	under
0.2543432096	three
0.2541853424	like
0.2526078776	15
0.2520742313	very
0.2517253011	no
0.2516313290	so
0.2514777414	both
0.2492847412	work
0.2492847412	than
0.2492690764	will
0.2478793286	up
0.2478085018	several
0.2472941530	10
0.2468360178	she
0.2467731445	through
0.2461766305	there
0.2458444080	against
0.2458444080	most
0.2454065883	during
0.2450263011	now
0.2437003173	before
0.2434990947	it
0.2427876322	year
0.2424302190	6
0.2421075984	they
0.2421007014	1
0.2412833333	on august
0.2409887517	after
0.2409851093	he
0.2403258519	then
0.2394837012	this
0.2390363010	when
0.2388658476	time
0.2384082945	used
0.2384032440	only
0.2376144184	out
0.2374082945	being
0.2366324557	people
0.2361453963	just
0.2346453963	became
0.2346403458	them
0.2336453963	until
0.2336453963	30
0.2333500000	the national
0.2329653270	his
0.2319289856	its
0.2317401265	2006
0.2314005039	between
0.2308409779	other
0.2307189450	2
0.2304553046	#
0.2293487784	her
0.2292550636	him
0.2292550636	into
0.2291608996	later
0.2287525511	where
0.2282485192	at
0.2281235007	or
0.2280684692	but
0.2280154451	many
0.2279751875	over
0.2272046967	and
0.2270861632	more
0.2265456226	been
0.2255833333	the british
0.2252122893	would
0.2251206420	not
0.2241206420	who
0.2241206420	also
0.2241206420	their
0.2239879235	have
0.2235833333	born in
0.2235381558	has
0.2227896037	from
0.2227863153	which
0.2227863153	were
0.2227863153	had
0.2222670901	be
0.2222181335	are
0.2222181335	an
0.2219981528	with
0.2210378106	that
0.2206638261	is
0.2202500000	the first
0.2200956443	was
0.2195827827	for
0.2195731724	by
0.2192833333	released in
0.2182778077	to
0.2148500000	the new
0.2129166667	the sport
0.2084500000	number of
0.2080833333	the french
0.1924166667	member of
0.1921166667	one of
0.1829500000	the two
0.1772500000	the same
0.1737500000	part of
0.1726166667	located in
0.1667833333	such as
0.1542833333	based on
0.1474833333	as well
0.1449166667	end of
0.1344833333	known as
0.1309500000	a few
0.1242833333	battle of
0.1156500000	the next
0.1142500000	hall of
0.1133500000	well as
0.1104500000	the top
0.1008166667	the last
